,name,name_description,name_category,name_gender
562,Wyszesław,"Wyszesław - słowiańskie/staropolskie imię męskie, złożone z dwóch członów: Wysze- od psł. *vyšьjь ""wyższy"", neutrum *vyše (zobacz: Wyszehrad), stpl. wyszy → wyższy, wyszyć → wyższyć ""stawiać ponad innymi"" (""wyższy, ceniony ponad wszystko, stawiany ponad innymi"") i -sław (""sława""). Może więc oznaczać ""ceniący sławę ponad wszystko"". Imię to bywało skracane do formy Wysław.
",slavic,male
563,Wyszeniega,"Wyszeniega – staropolskie imię żeńskie, złożone z dwóch członów: Wysze- (""wyższa, ceniona ponad wszystko, stawiana ponad innymi"") i -niega (""rozkosz""). 
",slavic,female
564,Wyszemir,"Wyszemir – staropolskie imię męskie, złożone z dwóch członów: Wysze- (""wyższy, ceniony ponad wszystko, stawiany ponad innymi"") i -mir (""pokój""). Może więc oznaczać ""ten, który ceni pokój ponad wszystko"".
",slavic,male
565,Wyszebor,"Wyszebor, Wyszabor – staropolskie imię męskie, złożone z dwóch członów: Wysze- (""wyższy, ceniony ponad wszystko, stawiany ponad innymi"") i -bor (""walka""). Może więc oznaczać ""lepszy ponad innych w walce"".
",slavic,male
566,Wulstan,"Wulstan lub Wulfstan – imię męskie pochodzenia germańskiego, złożone z członów wulf = wilk i stan = kamień. 
",german,male
567,Wyszesława,"Wyszesława, Wysława - staropolskie imię żeńskie, złożone z dwóch członów: Wy(sze)- („wyższa, ceniona ponad wszystko, stawiana ponad innymi”) i -sława („sława”). Może więc oznaczać „ceniąca sławę ponad wszystko”.
",slavic,female
568,Wysław,"Wysław - staropolskie imię męskie, złożone z dwóch członów: Wysze- skróconego do Wy- (""wyższy, ceniony ponad wszystko, stawiany ponad innymi"") i -sław (""sława""). Może więc oznaczać ""ceniący sławę ponad wszystko"". Stanowi inną formę imienia Wyszesław, ale mogło pochodzić też od imienia Wojsław.
",slavic,male
569,Wyszetrop,"Wyszetrop – staropolskie imię męskie, złożone z dwóch członów: Wysze- (""wyższy, ceniony ponad wszystko, stawiany ponad innymi"") i -trop (""nękać, męczyć, dręczyć""). 
",slavic,male
570,Wolfram,"Wolfram, Wulfram – imię męskie pochodzenia germańskiego, notowane w Polsce od 1393 roku[1], wywodzące się od niemieckich słów Wolf – wilk oraz hraban = Rabe – kruk, co interpretowane jest jako Wilk i kruk Odyna. 
",german,male
571,Wyszomir,"Wyszomir, Wyszymir – staropolskie imię męskie, złożone z dwóch członów: Wysze- (""wyższy, ceniony ponad wszystko, stawiany ponad innymi"") i -mir (""pokój""). Może więc oznaczać ""ten, który ceni pokój ponad wszystko"".
",slavic,male
572,Wszesuł,"Wszesuł - staropolskie imię męskie, złożone z członu Wsze- (""wszystek, każdy, zawsze"") oraz -suł (""obiecywać"" lub ""lepszy, możniejszy""). 
",slavic,male
573,Wszesiodł,"Wszesiodł – staropolskie imię męskie, złożone z członu Wsze- (""wszystek, każdy, zawsze"") oraz -siodł (""osada, siedziba""). Imię to znaczyło być może ""ten, który może się bez kłopotów osiedlić wszędzie"".
",slavic,male
574,Dobiegniewa,"Dobiegniewa - żeńska forma imienia Dobiegniew, nienotowana w źródłach staropolskich.
",slavic,female
575,Dobiegniew,"Dobiegniew – staropolskie imię męskie, złożone z członów Dobie- (""stosowny, zdatny"", ""waleczny, dzielny"") oraz -gniew. Mogło oznaczać ""ten, którego gniew jest zawsze proporcjonalny do sytuacji"".
",slavic,male
576,Długomił,"Długomił –  staropolskie imię męskie, złożone z członów Długo- (""długi – rozciągnięty w przestrzeni"") i -mił (""miły""). Mogło ono oznaczać ""miły ludziom wszędzie na dużym obszarze"". Zdrobnieniem tego imienia jest Długosz.
",slavic,male
577,Ditmar,"Ditmar, Dietmar – imię męskie pochodzenia germańskiego. Wywodzi się od słów diot ""lud"" oraz mari ""sławny"", mogło oznaczać ""człowieka cieszącego się sławą wśród ludu"". Staropolskim wariantem jest forma Dziećmar[1].
",german,male
578,Dioskur,"Dioskur – imię męskie pochodzenia greckiego, oznaczające ""syn Zeusa"". Istnieje kilku świętych o tym imieniu. Dioskurami nazywano też bliźniaków Kastora i Polideukes (Polluks), ojcem tego ostatniego był właśnie Zeus. 
",greek,male
579,Dionizjusz,"Dionizjusz - oboczna forma imienia Dionizy.
",greek,male
580,Dionizja,"Dionizja – żeński odpowiednik imienia Dionizy.
",greek,female
581,Diomedes,"Diomedes – imię męskie pochodzenia greckiego, oznaczające ""wymyślony przez Zeusa"", złożone z członów Dios (Διος) o znaczeniu ""Zeusa"" i medomai (μηδομαι) – ""myśleć"". Jest to imię postaci z mitologii greckiej, a w Kościele katolickim patronem tego imienia jest św. Diomedes, zm. w 305 roku (i inni święci).
",greek,male
582,Diogenes,"Diogenes – imię męskie pochodzenia greckiego. Wywodzi się z połączenia słów Dios  - ""Bóg"" i genes - ""urodzony"", oznaczającego ""urodzony z Boga"".
",greek,male
583,Dionizy,"Dionizy – imię męskie pochodzenia greckiego. Wywodzi się od imienia boga Dionizosa. W niektórych językach odpowiednikiem tego imienia jest forma Denis albo Dennis.
",greek,male
584,Diodora,"Diodora — imię żeńskie pochodzenia greckiego, od Διοδωρος (Diodoros), co oznacza „dar Zeusa” („dar Boga”). Żeński odpowiednik imienia Diodor. Wśród patronów — św. Diodor, wspominany razem ze św. Rodopianem. 
",greek,female
585,Dina,"Dina – imię żeńskie pochodzenia biblijnego. Wywodzi się od hebrajskiego słowa דִּינָה oznaczającego „sędzia”. Najbardziej znaną osobą o tym imieniu była biblijna Dina córka Jakuba i Lei.
",hebrew,female
586,Digna,"Digna – imię żeńskie pochodzenia łacińskiego i oznaczające ""wartościowa, zasłużona, właściwa, odpowiednia"". Wśród patronek - św. Digna (IV wiek), pustelnica z Umbrii we Włoszech, zamieszkała w okolicach Todi.
",latin and romanic,female
587,Diana,"Diana – imię żeńskie pochodzenia łacińskiego, imię rzymskiej bogini łowów, księżyca, opiekunki płodności, lasów i zwierząt.
",other,female
588,Dezydery,"Dezydery, również: Dezyderiusz lub Dezyder – imię męskie pochodzenia łacińskiego. Wywodzi się od słowa desiderius oznaczającego ""upragniony"". Imię to jest obecne w Polsce od XIII w. Patronem imienia jest m.in. św. Dezydery, arcybiskup Bourges[1].
",latin and romanic,male
589,Dezyderiusz,"Dezyderiusz – oboczna forma imienia Dezydery.
",latin and romanic,male
590,Diodor,"Diodor – imię męskie pochodzenia greckiego, od Διοδωρος (Diodoros), co oznacza ""dar Zeusa"" (""dar Boga""). Imię to jest złożone z członów Διος (Dios) (""Zeusa"") i δωρον (doron) (""dar"") – por. Teodor i Bożydar. Imię to nosił grecki historyk z I wieku p.n.e., a także wielu świętych katolickich.
",greek,male
591,Demetriusz,"Demetriusz - imię męskie pochodzenia greckiego, w kręgu kultury zachodniej podległe następnie latynizacji. Wywodzi się od słowa oznaczającego „należący do bogini Demeter”, odpowiada też znaczeniu „zajmujący się rolnictwem”. Odpowiednikiem tego imienia, rozpowszechnionym w językach południowo- i wchodniosłowiańskich, jest Dymitr: ros. Дми́трий (Dmitrij), ukr. Дмитро́ (Dmytro), biał. Зьмíцер/Дзмíтрый (Źmicier/Dźmitryj).
Do Polski dwiema drogami to imię dotarło z Zachodu w łac. formie Demetrius, Demytrysz, Demetrysz, i ze Wschodu w ruskiej formie Dymitr, Demitr, Dymets, Dmitro[1].
",greek,male
592,Demetria,"Demetria - żeński odpowiednik imienia Demetriusz. Znaczy ""należący do Demeter""[1].
",greek,female
593,Dezyderia,"Dezyderia — żeński odpowiednik imienia Dezydery. Oznacza ""upragniona"".
",latin and romanic,female
594,Derwan,"Derwan – książę plemienia Surbiów (Serbów łużyckich), wzmiankowany ok. 632 roku w kronice Fredegara. W latach 30. VII wieku trwały zabiegi Franków zmierzające do podporządkowania sobie plemienia Surbiów, jednak po klęsce wojsk Dagoberta I w starciu ze Słowianami pod Wogastisburgiem Derwan sprzymierzył się z państwem Samona.
",slavic,male
595,Delfina,"Delfina — żeński odpowiednik imienia Delfin.
",latin and romanic,female
596,Debora,"Debora (hebr. דְּבוֹרָה; żyła ok. 1200 r p.n.e.) – postać ze Starego Testamentu, żona Lappidota, pochodząca z plemienia Naftalego.
",hebrew,female
597,Dąbrówka,"Dąbrówka – imię żeńskie. Tak nazywano Dobrawę, czeską żonę Mieszka I. Imię pochodzi od dąbrowy – lasu dębowego. W źródłach polskich poświadczone od XII wieku jako Dąbrówka (XIII wiek), Dubrowka (1122 rok) i Dubrawka (1282 - 1286).
",slavic,female
598,Delfin,"Delfin (z greki delphios - delfin) imię męskie pochodzenia łacińskiego. Było też tytułem następcy tronu Francji aż do roku 1830. Patronem tego imienia jest m.in. św. Delfin z Bordeaux - biskup.
",latin and romanic,male
599,Demokryt,"Demokryt – imię męskie.
",greek,male
600,Dawid,"Dawid (heb. דָּוִד) – imię męskie pochodzenia biblijnego. Wywodzi się od hebrajskiego wieloznacznego słowa oznaczającego 1. ukochany (czytaj Dawid) lub 2. wujek (czytaj dod).
",hebrew,male
601,Datyw,"Datyw – imię męskie pochodzenia łacińskiego, które oznacza ""prezent, upominek, dar"". Zanotowano trzech świętych o tym imieniu.
",latin and romanic,male
602,Dariusz,"Dariusz – imię męskie pochodzenia perskiego. Zapożyczone z jęz. perskiego, gdzie miało formę Dārayavahuš, a zostało utworzone z elementów daraya – „posiadać” i vahu – „dobro” (w związku z tym pierwotne znaczenie imienia można objaśnić jako „ten, który jest dobry”) poprzez gr. Dareios i następnie łacińskie Darius. Było to imię królów perskich[1]. Według innych źródeł imię oznacza „posiadający bogactwa”[2]. We współczesnym Iranie występuje w formie Dariusz, która, co ciekawe, w języku nowoperskim przyjęła się z greckiego[potrzebny przypis] – imię na przestrzeni wieków zatoczyło więc koło. Imię to, w odróżnieniu od swojego żeńskiego odpowiednika, którym jest Daria, znana w Polsce od średniowiecza, pojawiło się w Polsce z pewnością co najmniej w XVIII wieku[3], było jednak niezwykle rzadkie. Popularność zyskało w XX wieku.
",other,male
603,Daria,"Daria – imię pochodzące najprawdopodobniej z języka perskiego, gdzie podobnie jak jego męski odpowiednik Dariusz (Dārayawuš), oznacza ""tego/tę, która zachowuje"" lub ""osobę posiadającą"" (na zasadzie porównania z perskim daraya czyli posiadać)[1]. Wśród imion nadawanych w Polsce nowo narodzonym dzieciom, Daria w 2009 r. zajmowała 36. miejsce w grupie imion żeńskich[2]. 
",other,male
604,Dawida,"Dawida - żeński odpowiednik imienia Dawid.
",hebrew,female
605,Drogosław,"Drogosław, Dargosław –  staropolskie imię męskie, złożone z członów Drogo- (""drogi"") i -sław (""sława""). Mogło ono oznaczać ""ten, któremu droga jest sława"".
",slavic,male
606,Drogomir,"Drogomir, Drogmir, Dragomir, Drahomir, Drohomir, Dargomier  –  staropolskie imię męskie, złożone z członów Drogo- (""drogi"") i -mir (""pokój, spokój, dobro""). Mogło ono oznaczać ""ten, któremu drogi jest pokój"". Żeńskim odpowiednikiem tych imion jest m.in. Drogomira.
",slavic,male
607,Daniela,"Daniela – żeński odpowiednik imienia Daniel.
",hebrew,female
608,Damroka,"Damroka (Damroca, Dąbroca) – imię żeńskie pochodzenia słowiańskiego. Czasami uznawane za wariant imienia: Dąbrówka. Występuje na Pomorzu Wschodnim u Kaszubów. 
",slavic,female
609,Elifiusz,"Elifiusz – imię męskie, którego patronem jest św. Elifiusz z Kolonii (IV wiek). 
",german,male
610,Elifia,"Elifia – imię żeńskie; żeński odpowiednik imienia Elifiusz, którego patronem jest św. Elifiusz z Kolonii (IV wiek). 
",german,female
611,Dargorad,"Dargorad –  staropolskie imię męskie złożone z członów Dargo- (""drogi"") i -rad (""być zadowolonym, chętnym, cieszyć się"").
",slavic,male
612,Elfeg,"Elfeg (anglosaski Ælfheah) – imię męskie pochodzenia germańskiego, od nazwy elf. Patronem tego imienia jest św. Elfeg , biskup Canterbury (XI wiek).
",german,male
613,Eliasz,"Eliasz – imię męskie pochodzenia biblijnego. Wywodzi się od hebrajskiego Eliyahu, oznaczającego „Moim Bogiem jest Jahwe"". Nosił je biblijny prorok Eliasz oraz liczni święci katoliccy[1].
",hebrew,male
614,Danuta,"Danuta – imię żeńskie prawdopodobnie pochodzenia litewskiego, od słowa ""danutie"" (będące połączeniem znaczeń niebo i córka) lub łacińskiego, od słowa ""donata"" (darowana przez Boga). Może również wywodzić się z południowosłowiańskich imion Dana, Danka, Danica. Oznacza dziecko darowane przez Boga. W Polsce to imię notuje się od XIV w.
",other,female
615,Daniel,"Daniel – imię męskie pochodzenia hebrajskiego. Nosił je biblijny prorok. Oznacza ono „Moim sędzią jest Bóg”. Drugim znaczeniem tego imienia, gdyż jego hebrajski zapis może być różnie interpretowany, jest „Sędzia Boży” (analogicznie jak Gabriel – „Mąż Boży”, ale i „Pokonany przez Boga”).
",hebrew,male
616,Elfryda,"Elfryda – imię żeńskie pochodzenia germańskiego, oznaczające ""moc elfa"", a złożone z staroangielskiego słowa ælf połączonego z þryð – ""siła, moc"". Na liście najpopularniejszych polskich imion Elfryda zajmuje 316 pozycje.
",german,female
617,Damiana,"Damiana to żeński odpowiednik imienia Damian.
",greek,female
618,Eleuteriusz,"Eleuteriusz, Eleutery – imię męskie pochodzenia greckiego. Wywodzi się od gr. Ελευθεριος, oznaczającego „wolny”, „niezależny”. Forma oboczna: Eleutery. Imię to nosił jeden z papieży oraz liczni święci. Od Eleuteriusza wywodzi się serbskie i macedońskie imię Slobodan, które początkowo stosowane było w serbskiej literaturze jako jego zamiennik (odpowiednik znaczeniowy)[1]. 
",greek,male
619,Eleuteria,"Eleuteria — imię żeńskie pochodzenia greckiego. Wywodzi się od gr. Ελευθεριος, oznaczającego ""wolny"", ""niezależny"". 
",greek,female
620,Eleukadiusz,"Eleukadiusz – imię męskie, oznaczające ""przybyły z Elidy (na Peloponezie)""[2].
",latin and romanic,male
621,Eleonora,"Eleonora – imię żeńskie nieustalonego pochodzenia; być może hebrajskiego (może od el – ""Bóg"" oraz or – ""światło""; czyli ""Bóg mi światłem""), arabskiego lub greckiego (od eleo – ""lituję się"")).
",hebrew,female
622,Eleazar,"Eleazar – imię męskie pochodzenia hebrajskiego, oznaczające „mój Bóg wspomógł mnie”. W Biblii było to imię jednego z synów Aarona oraz siedmiu innych mężczyzn. Istnieje kilku świętych katolickich i prawosławnych o tym imieniu.
",hebrew,male
623,Eksuperiusz,"Eksuperiusz – imię męskie pochodzenia łacińskiego, oznaczające „nadmierny”. 
",latin and romanic,male
624,Egon,"Egon – imię męskie, alternatywna forma imienia Egbert.
",german,male
625,Egbert,"Egbert — imię męskie pochodzenia germańskiego. Oznacza ""słynny z władania mieczem"". Jego patronem jest św. Egbert, benedyktyn z przełomu VII i VIII w.
",german,male
626,Egidia,"Egidia - imię żeńskie pochodzenia greckiego, żeński odpowiednik imienia Egidiusz, które funkcjonuje w Polsce przede wszystkim w formie Idzi. Patronem tego imienia jest św. Idzi i inni święci o tym imieniu. To imię nosiły córki królów szkockich, np. Roberta II.
",greek,female
627,Efrem,"Efrem, Efraim – imię męskie pochodzenia biblijnego. Wywodzi się od hebrajskiego słowa Ephrayim oznaczającego ""przynoszący dobry owoc"". W Starym Testamencie był synem Józefa, twórcą jednego z plemion Izraela. Istnieją również liczni święci o tym imieniu.
",hebrew,male
628,Edwina,"Edwina - imię żeńskie pochodzenia germańskiego, żeński odpowiednik imienia Edwin[1]. Wywodzi się od słów oznaczających ""pomyślność"", ""szczęście"" i ""przyjaciel"". Patronem tego imienia jest św. Edwin, król Northumbrii. 
",german,female
629,Edyta," Edyta – imię żeńskie pochodzenia angielskiego. Imię pochodzące od staroangielskiego ead i starogermańskiego od- pomyślność, szczęście, oraz od staroangielskiego gyth i starogermańskiego gunt – walka.
",other,female
630,Ekspedyta,"Ekspedyta – imię żeńskie pochodzenia łacińskiego, od czasownika expedio – ""uwolnić, wyzwolić z więzów"". Expeditus zaś oznacza ""wolny, lekko ubrany, lekkozbrojny, szybki, zwinny"".
Jest to żeński odpowiednik imienia Ekspedyt, a patronem tego imienia jest św. Ekspedyt (św. Wierzyn), patron spraw pilnych, nie cierpiących zwłoki.
",latin and romanic,female
